strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Amazonas/181123-IEC/2021	2021-11-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_8725410	Evandro Chagas Institute	Evandro Chagas Institute
A/Amazonas/181129-IEC/2021	2021-11-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_8726210	Evandro Chagas Institute	Evandro Chagas Institute
A/Sao_Paulo/IAL/C8639/2022	2022-01-08	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707548	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8658/2022	2022-01-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707549	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8696/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707550	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8699/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707551	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8703/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707553	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8775/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707554	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8779/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707555	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8781/2022	2022-01-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707556	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8783/2022	2022-01-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707557	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8784/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707558	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8788/2022	2022-01-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707559	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8825/2022	2022-01-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707560	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8826/2022	2022-01-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707561	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/IAL/C8790/2022	2021-11-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707562	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C8791/2021	2021-11-24	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707563	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Goias/_IAL/C8792/2021	2021-12-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707564	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso_do_Sul/_IAL/C8793/2021	2021-12-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707565	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso_do_Sul/_IAL/C8794/2021	2021-12-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707566	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso_do_Sul/_IAL/C8796/2021	2021-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707567	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso_do_Sul/_IAL/C8797/2021	2021-12-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707568	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso_do_Sul/_IAL/C8798/2021	2021-12-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707569	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso_do_Sul/_IAL/C8799/2021	2021-12-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707570	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8801/2022	2021-12-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707571	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8803/2022	2021-12-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707572	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8805/2022	2021-12-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707573	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8806/2022	2021-12-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707574	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8807/2022	2021-12-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707575	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8808/2022	2022-01-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707576	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8809/2022	2021-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707577	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8810/2022	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707578	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8811/2022	2021-12-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707579	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8814/2022	2021-12-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707580	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso/_IAL/C8815/2021	2021-12-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707581	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso/_IAL/C8816/2021	2022-01-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707582	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso/_IAL/C8817/2021	2021-01-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707583	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8828/2022	2021-11-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707584	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8829/2022	2021-11-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707585	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8832/2022	2022-01-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707586	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8833/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707587	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8837/2022	2021-12-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_9707588	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Para/181162-IEC/2021	2021-12-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_10773881	Evandro Chagas Institute	Evandro Chagas Institute
A/Pernambuco/181213-IEC/2021	2021-12-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_10781178	Evandro Chagas Institute	LACEN/PE - Laboratório Central de Saúde Pública de Pernambuco
A/Maranhao/181349-IEC/2021	2021-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_10789098	Evandro Chagas Institute	LACEN/MA - Laboratório Central de Saúde Pública do Maranhão
A/Paraiba/181445-IEC/2021	2021-09-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_10830704	Evandro Chagas Institute	LACEN/PB - Laboratório Central de Saúde Pública da Paraíba
A/Paraiba/181452-IEC/2021	2021-12-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_10830989	Evandro Chagas Institute 	LACEN/PB - Laboratório Central de Saúde Pública da Paraíba
A/Paraiba/181456-IEC/2021	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_10831211	Evandro Chagas Institute	LACEN/PB - Laboratório Central de Saúde Pública da Paraíba
A/Amazonas/IAL/C9027/2021	2021-11-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403618	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9028/2021	2021-11-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403619	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9029/2021	2021-11-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403620	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9030/2021	2021-11-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403621	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9031/2021	2021-11-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403622	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9032/2021	2021-11-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403623	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9033/2021	2021-11-25	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403624	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9034/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403625	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9035/2021	2021-11-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403626	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9036/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403627	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Amazonas/IAL/C9037/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_11403628	Instituto Adolfo Lutz	LACEN/AM - Laboratório Central de Saúde Pública do Amazonas
A/Acre/181814-IEC/2021	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_11993542	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181819-IEC/2021	2021-12-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_11993942	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181820-IEC/2021	2021-12-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_11994148	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181822-IEC/2021	2021-12-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_11994505	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181823-IEC/2021	2021-12-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_11994878	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Parana/10637/2022	2022-04-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_12805356	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/10638/2022	2022-04-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_12805357	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/10639/2022	2022-05-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_12805358	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/10640/2022	2022-05-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_12805359	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/10641/2022	2022-05-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_12805360	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/10642/2022	2022-04-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_12805361	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/10643/2022	2022-04-24	h3n2_flu	South America	Brazil	Human	EPI_ISL_12805362	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/10644/2022	2022-04-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_12805363	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Ceara/2/2021	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697415	Oswaldo Cruz Foundation - Ceara	HOSPITAL RAIMUNDO CELIO RODRIGUES
A/Santa_Catarina/3/2022	2022-01-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697416	Oswaldo Cruz Foundation - Ceara	SECRETARIA MUNICIPAL DE SAUDE DE TUBARAO
A/Sao_Paulo/4/2022	2022-01-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697417	Oswaldo Cruz Foundation - Ceara	CENTRO DE ATENDIMENTO COVID
A/Santa_Catarina/5/2022	2022-01-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697419	Oswaldo Cruz Foundation - Ceara	LABORATORIO MUNICIPAL ARACY VAZ CALLADO
A/Santa_Catarina/6/2022	2022-01-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697421	Oswaldo Cruz Foundation - Ceara	PA NORTE 24 HORAS COSTA E SILVA LUIZA SCHULTZ DOHLER
A/Santa_Catarina/7/2022	2022-01-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697427	Oswaldo Cruz Foundation - Ceara	LABORATORIO MUNICIPAL ARACY VAZ CALLADO
A/Santa_Catarina/8/2022	2022-01-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697439	Oswaldo Cruz Foundation - Ceara	TOTAL LIFE ASSISTENCIA A VIDA
A/Santa_Catarina/10/2022	2022-01-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697451	Oswaldo Cruz Foundation - Ceara	LABORATORIO MUNICIPAL ARACY VAZ CALLADO
A/Santa_Catarina/11/2022	2022-01-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697455	Oswaldo Cruz Foundation - Ceara	LABORATORIO MUNICIPAL ARACY VAZ CALLADO
A/Santa_Catarina/12/2022	2022-01-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697467	Oswaldo Cruz Foundation - Ceara	LABORATORIO MUNICIPAL ARACY VAZ CALLADO
A/Sao_Paulo/13/2022	2022-01-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697477	Oswaldo Cruz Foundation - Ceara	UBS CAMILA PELEGRINI MUSSI
A/Sao_Paulo/14/2022	2022-01-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697486	Oswaldo Cruz Foundation - Ceara	USF MARIA LUCIA FERREIRA CAVALLINI
A/Santa_Catarina/15/2022	2022-01-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697498	Oswaldo Cruz Foundation - Ceara	LABORATORIO MUNICIPAL ARACY VAZ CALLADO
A/Santa_Catarina/16/2022	2022-01-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_13697510	Oswaldo Cruz Foundation - Ceara	SECRETARIA MUNICIPAL DE SAUDE DE TUBARAO
A/Santa_Catarina/9862/2022	2022-04-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_13721735	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Sao_Paulo/IAL/C9583/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_13755350	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9584/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_13755351	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9585/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_13755352	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9688/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_13755353	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9689/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_13755354	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9691/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_13755533	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9692/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_13755534	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Amapa/182495-IEC/2021	2021-12-25	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279385	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182504-IEC/2021	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279411	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182505-IEC/2021	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279412	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182513-IEC/2021	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279485	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182526-IEC/2022	2022-01-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279486	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182527-IEC/2022	2022-01-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279487	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182528-IEC/2022	2022-01-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279794	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182531-IEC/2022	2022-01-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279795	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182532-IEC/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279796	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182533-IEC/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279797	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182537-IEC/2022	2022-01-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279798	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Amapa/182538-IEC/2022	2022-01-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_14279799	Evandro Chagas Institute 	LACEN/AP - Laboratório Central de Saúde Pública do Amapá
A/Uruguay/1556/2022	2022-03-31	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14787837	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/1790/2022	2022-04-18	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14787937	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/1848/2022	2022-04-25	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14787995	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/2045/2022	2022-05-05	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14788038	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/2114/2022	2022-05-09	h3n2_flu	South America	Uruguay	Human	EPI_ISL_14788309	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Santiago/17031/2022	2022-01-25	h3n2_flu	South America	Chile	Human	EPI_ISL_14853313	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/17342/2022	2022-01-24	h3n2_flu	South America	Chile	Human	EPI_ISL_14853316	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Rancagua/19282/2022	2022-01-29	h3n2_flu	South America	Chile	Human	EPI_ISL_14853318	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Osorno/19478/2022	2022-01-27	h3n2_flu	South America	Chile	Human	EPI_ISL_14853320	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/SanAntonio/19748/2022	2022-01-28	h3n2_flu	South America	Chile	Human	EPI_ISL_14853321	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuertoMontt/22150/2022	2022-01-30	h3n2_flu	South America	Chile	Human	EPI_ISL_14853322	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/22265/2022	2022-02-03	h3n2_flu	South America	Chile	Human	EPI_ISL_14853323	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/PuntaArena/26820/2022	2022-02-11	h3n2_flu	South America	Chile	Human	EPI_ISL_14853324	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
